NOMBRE;DIRECCION;TELEFONOS;HORARIOS;TIPO_SERVICIO;X;Y
Abitab 12-31;Avda. Artigas 1056 Entre Zinola Y Zorrilla;2292 63 05 - 2292 00 52;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;595145.834842174;6157450.42373634
Abitab 10-33;Andes 1490 Entre Avda. Uruguay Y Mercedes;2900 08 70;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573249.423109568;6137324.93002418
Abitab 12-33;Avda. Artigas 308 Esq. Rodó (Local 03);2362 44 87;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571060.273917386;6153130.04717945
Abitab 10-34;Andes 1422 Entre Colonia Y Mercedes;2900 10 24;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573266.852657098;6137194.47665422
Abitab 10-37;Avda. Millán 4249 Esq. Ernesto Herrera;2306 07 63;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573106.138906496;6143565.0572334
Abitab 12-37;Montevideo 2254 Esq. Ansina;2294 01 38;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;585682.841565041;6165604.07399955
Abitab 10-38;Avda. 18 De Julio 1497 Esq. Vázquez;2400 51 16 - 2400 45 77 - 2400 72 02 int 116;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574568.804661786;6137216.10702368
Abitab 12-39;Avda. Artigas S/N Esq. Brasil;2368 93 83;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571546.183536858;6163643.00722499
Abitab 10-40;Minas 1479 Esq. Colonia;2408 35 73 - 2408 47 39;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574829.760622243;6137375.16644167
Abitab 12-40;Luis Alberto De Herrera S/N Esq. J. P. Varela;2295 60 18;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;600854.91679722;6161449.75843002
Abitab 10-42;Avda. 18 De Julio 1969 Esq. Arenal Grande;2401 41 61 - 2408 29 92;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575522.503515387;6137650.39823392
Abitab 12-42;Municipio 556 Entre Tomás Berreta Y Wilson Ferreira - Supermercado Red Market;2365 7542;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;570715.083484511;6157221.10722875
Abitab 12-43;Avda. Giannattasio Km. 23.500 Esq. Real De Azúa;26965668;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;594583.725375131;6145742.14884438
Abitab 12-44;Camino Carrasco Nro. 72 Entre Avda. Del Lago Y Zersales;2601 49 54;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;586556.764504128;6141877.84611205
Abitab 12-52;Ruta 8 Km. 26 Entre Tacuerambó Y Lorenzo Ventura;2288 58 66;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;591346.916070284;6153866.45704504
Abitab 12-58;Camino De Los Horneros S/N Km.3 Local 12 - Súper El Almacén;2698 42 59;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;593669.119902926;6150450.60743489
Abitab 12-59;Avda. Artigas 673;2364 80 21;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571636.972059958;6156932.2473427
Abitab 12-60;Avda. Giannattasio Km. 27.300;2696 48 78;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;597989.803274433;6147983.50476869
Abitab 12-61;Ruta 6 Km. 22.900 Esq. Avda. De La Estación;2296 78 09;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;582646.581052;6155108.37976374
Abitab 12-63;Dr. Pouey 849 Esq. Atanasio Sierra;2365 55 08;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571092.598414379;6155957.51671072
Abitab 12-64;Avda. Gabriela Mistral 2201 Local 6 Entre Matí Y G. Lorca;2601 54 38;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;588304.758982257;6141459.23953451
Abitab 12-65;Ruta 101 Y Ruta 102;2683 83 95;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;590741.842126257;6146629.66984671
Abitab 12-66;Artigas 1063 Esq. Zorrilla De San Martín Local 14;2292 57 71;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;595179.291963208;6157442.8800051
Abitab 12-67;Fiorito S/N Esq. Rómulo Carlo;2297 27 55;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;588234.884098522;6155900.53006176
Abitab 12-68;Ruta 74 Km 24 S/N Casi Ruta 8 - M. 314 - S. 19;2289 13 82;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;589964.656998437;6152818.25636303
Abitab 12-69;Géant Local 26;2601 58 67;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;589229.277485287;6141430.39439168
Abitab 12-71;Avda. Giannattasio Km. 25.200 Entre Los Pinos Y Las Liebres - Supermercado La Familia;2698 45 15;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;596118.512773093;6146743.32238257
Abitab 12-75;Ruta 8 Km. 20.800 Nº 11278 Entre Hércules Y 17 Mts. - Supermercado Redmarket;2222 10 35 - 2222 10 81 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;587056.492309521;6151380.16554239
Abitab 12-76;Avda. Al Pque. Roosevelt Nro. 82 Entre Armenia Y La Paloma;2604 05 21/22;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;589188.414360671;6140422.15501148
Abitab 12-77;Paso Carrasco Nro. 26-28 Esq. Garibaldi;2606 14 82;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;587573.360174696;6142648.36442941
Abitab 12-79;Calcagno M 40 S 4 Local 4 Frente A Devoto;2682 39 03;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;591509.988155229;6143081.21309801
Abitab 12-80;Avda. Roosevelt 1033 Esq. Avda. Artigas;2292 36 68;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;595315.577781364;6157143.20164231
Abitab 12-83;Avda. Gral. Artigas 839 Y 841;2292 5238;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;595033.135047062;6157869.59346618
Abitab 12-85;Roosevelt S/N Km 30.700 Ruta 8;2292 59 87;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;594967.838498967;6156923.82215784
Abitab 12-86;Avda. Giannattasio Km. 21.000 Esq. Buenos Aires;2683 28 33;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;592429.662131024;6144320.10678904
Abitab 12-87;Avda. Giannattasio Km. 23.300 - Multiahorro;2698 78 13;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;594264.985076398;6145552.93248294
Abitab 12-88;Avda.Al Parque Roosevelt 2495 - Macromercado;2606 02 97;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;589370.966112123;6140977.57623006
Abitab 62-7;Avda. Gral. San Martín 3222 - Macromercado;2205 36 97;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575007.929435172;6141759.75292359
Abitab 63-0;Dr. Salvador Ferrer Serra 2320 Esq. Acevedo Díaz;2401 29 11 - 2401 47 50 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576129.410192245;6138288.43473988
Abitab 63-1;Shopping Tres Cruces Loc. 113 (Planta Superior);2402 79 78;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576120.197208771;6138354.09012165
Abitab 63-2;Shopping Tres Cruces Loc. B-02 (Nivel Terminal);2409 84 29;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576109.186097786;6138413.41661601
Abitab 64-0;Hocquard 2139 Esq. Cufré;2409 66 28;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575853.553200127;6138944.8042898
Abitab 65-0;Avda. 18 De Julio 2013 Entre Pablo De María Y Martín C. Martínez;2401 27 36 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575627.446297928;6137696.06745668
Abitab 66-0;Mercedes 1151 Entre Avda. Gral. Rondeau Y Cuareim;2908 50 61 - 2908 07 78;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573874.680972103;6137322.00899852
Abitab 67-0;Joaquín Requena 2350 Esq. Amézaga;2203 52 26;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575633.81770451;6139437.80210756
Abitab 67-1;Veracierto 2851 Esq. Capitán Villademoros;2522 32 09;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;580194.587062812;6141757.29670345
Abitab 68-0;Río Negro 1341 Entre Avda. 18 De Julio Y San José;2908 74 14 - 2903 00 28;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573657.384981546;6137043.27026557
Abitab 69-0;Daniel Muñoz 2200 Esq. Juan Paullier;2409 76 20 - 2401 50 20;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575824.290807123;6138148.39857568
Abitab 70-1;Yaguarón 1450 Entre Mercedes Y Colonia;2908 09 07;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574184.045539005;6137305.54231384
Abitab 70-2;Avda. Brasil 3086 Esq. Lázaro Gadea;2709 95 86;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577652.658612647;6136189.03635872
Abitab 70-3;Avda. Luis Alberto De Herrera 3365 Local 145 - Nuevo Centro Shopping;2201 30 13;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575954.490863201;6141118.90547372
Abitab 71-0;Avda. 8 De Octubre 4764 Entre Vicenza Y José Bejar;2514 15 89;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;579246.181353848;6142450.85139437
Abitab 71-1;Avda. 8 De Octubre 4639 Esq. Smidel;2506 00 76;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;579158.154919774;6142151.64393488
Abitab 71-2;Avda. Dámaso Antonio Larrañaga 3301 Esq. J. S. Elcano - Multiahorro;2216 96 29;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577559.635342884;6142158.12830107
Abitab 54-1;Hipólito Yrigoyen 2054 Esq. Iguá;2525 96 97;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;581231.674799064;6139827.72295554
Abitab 55-0;Vázquez 1468 Esq. Colonia;2401 15 21;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574559.072560118;6137348.18635599
Abitab 55-1;San Quintín 4296 Bis Entre Cnel. Bolognesi Y Freire;2305 48 14;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571161.773191725;6142808.26826256
Abitab 55-3;José Ellauri 395 Esquina Solano García;2712 65 49;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576780.961716181;6135181.43499781
Abitab 55-4;Ejido 1000 Esq. Avda. Gonzalo Ramírez;2901 92 46 - 2901 92 47;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574366.969902317;6136354.69269789
Abitab 55-5;San Quintín 4376 Entre Gregrorio Más Y Trías - Devoto;2304 98 59;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571020.539716859;6143034.01050836
Abitab 56-0;Avda. Carlos María Ramírez 266 Entre Manuel Herrera Y Obes Y Avda. Luis Batlle Berres;2309 67 49 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;570701.525748907;6142414.15209998
Abitab 57-0;Nueva York 1267 Entre Avda. Libertador Lavalleja Y Lima;2924 01 01;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573986.006922571;6138115.63614256
Abitab 57-1;Avda. Libertador Lavalleja 1945 Entre Lima Y Asunción;2924 03 93;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574067.176433265;6138281.67030156
Abitab 57-2;Paraguay 1962 Esq. Nicaragua;2924 88 68 - 2924 38 91;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573688.587430793;6138407.00002788
Abitab 58-0;Dr. Aquiles Lanza 1332 Entre Avda. 18 De Julio Y San José;2901 04 35 - 2901 62 80 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574204.09728851;6137069.73846355
Abitab 58-1;Avda. Mcal. Solano López 1891 Entre Avda. Italia Y Barroso;2506 59 05;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;579509.841840295;6139118.11728263
Abitab 58-3;Avda. Gral. Flores 3405 Entre Andrés Lamas Y Quesada;2203 34 43;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;575774.518471172;6141569.34132031
Abitab 58-4;Avda. Italia 4406 Esq. Atlántico;2613 43 45;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;580959.898692486;6139058.43678431
Abitab 58-5;Avda. Dámaso Antonio Larrañaga 3640 Esq. Tomás Claramount;25082499;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577498.927868721;6141263.72017512
Abitab 59-0;Avda. Gral. Rivera 4219 Entre Fco. Solano López Y Espinosa;2613 02 38;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;580201.958381339;6138137.30376684
Abitab 59-2;Nancy 4281 Bis Entre Fco. Solano López Y Carlos Lallerman - Disco;2613 84 28;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;579961.804904687;6138617.90378998
Abitab 60-0;Avda. Libertador 1644 Esq. Galicia;2900 69 35;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573871.581532474;6137738.14030728
Abitab 61-0;Ejido 1315 Entre San José Y Avda. 18 De Julio;2901 25 65 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574271.702934661;6137069.18974801
Abitab 61-1;Bvar. José Batlle Y Ordóñez 5967 Bis Esq. Bell;2356 50 98;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572202.841181382;6145119.35879763
Abitab 62-1;Avda. Burgues 2757 Esq. Avda. Gral. San Martín;2203 03 73 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574437.632694127;6140457.8987178
Abitab 62-2;Avda. Gral. Garibaldi 2539 Esq. Monte Caseros;2480 32 04;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576371.103157014;6139305.60275531
Abitab 62-3;Avda. Gral. Flores 4699 Esq. Possolo;2216 64 40;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577267.010822592;6143807.61551719
Abitab 62-4;Bvar. Artigas 3528 Esq. Lorenzo Fernández;2204 38 15;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574993.169709343;6141026.62420749
Abitab 62-5;Rafael Eguren 3498 Esq. Avda. Gral. Flores;2215 08 69;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576219.918616315;6142149.7852868
Abitab 62-6;Avda. Gral. San Martín 3083 Entre El Iniciador Y Ramón De Santiago - Devoto;2208 36 16;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574751.782623969;6141019.22604683
Abitab 27-3;Capitán Tula 4711 Esq. Caminio Mendoza - Supermercado Ibiza;2227 29 10;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576602.614809614;6146246.0933707
Abitab 30-3;Avda. José Batlle Y Ordóñez 4123 Entre Celedonio Rojas Y Burgues;2200 43 51 - 2200 33 31;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574750.73956254;6142938.34580524
Abitab 4-4;Avda. Agraciada 3655 Entre Valentín Gómez Y Francisco Gómez - Devoto;2308 39 32;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572223.088580338;6141624.68026859
Abitab 6-4;Mississipi 1649 Esq. Avda. Gral. Rivera;2613 87 79;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;582561.096356798;6138633.75171959
Abitab 19-4;Avda. Millán 4518 Esq. Molinos De Raffo;2359 70 69 - 2356 35 80;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572301.814714579;6144222.11018466
Abitab 30-4;Avda. José Belloni 6400 Esq. Avda. De Las Instrucciones;2222 64 69;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;579034.808948863;6150871.78328431
Abitab 4-5;Avda. Luis Batlle Berres 6149 Entre Camino Al Paso De La Arena Y Camino Las Tropas - Macromercado;2314 65 92;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;567368.148110275;6144563.01812392
Abitab 19-5;Avda. Agraciada 3961 Esq. San Miguel;2305 38 88;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571730.464624984;6142170.08466412
Abitab 26-5;Ruta 1 Km. 28.800;2347 51 66;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;553801.244164668;6154094.99521447
Abitab 30-5;Avda. Bolivia 1413 Esq. Boston - Devoto;2601 55 26;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;585339.126689185;6138422.26233264
Abitab 4-6;Avda. 8 De Octubre 3621 Local 5 Entre Comercio Y Pernas - Devoto;2508 19 14;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;578252.718331958;6140299.16974682
Abitab 10-6;San José 827 Entre Florida Y Ándes;2908 97 61;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573222.342355243;6136946.07233435
Abitab 19-6;Río Negro 1457 Entre Mercedes Y Avda. Uruguay;2902 78 87;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573632.705199282;6137310.85097649
Abitab 4-7;Avda. 8 De Octubre 3340 Esq. Br. Batlle Y Ordóñez - Tata;2482 05 16;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577811.407177761;6139935.36506979
Abitab 10-7;Avda. Pedro De Mendoza 5365 B Esq. Avda. De Las Instrucciones;2227 26 03;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;576687.998226728;6148020.32160178
Abitab 19-7;Paraguay 1315 Entre San José Y Avda. 18 De Julio;2903 11 51 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573760.339035183;6137016.63287712
Abitab 10-8;Ándes 1373 Entre Avda. 18 De Julio Y Colonia;2900 81 56;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573245.120584724;6137092.27396244
Abitab 10-9;Avda. Luis Batlle Berres 148 Esq. La Guardia;2312 04 20 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;559132.187037885;6150189.27555357
Abitab 19-9;Zelmar Michellini 1344 Entre Avda. 18 De Julio Y San José;2900 66 68;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573995.678890156;6137070.15151446
Abitab 10-16;Colonia 992 Entre Julio Herrera Y Obes Y Río Branco;2908 09 50 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573532.067862696;6137148.77370705
Abitab 10-10;Alberto Zum Felde 2051;2524 49 60         ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;582183.340824751;6140007.50649506
Abitab 12-10;José Enrique Rodo 359 Esq. Cesar Mayo Gutiérrez;2362 12 07;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;570690.928945771;6153100.29972667
Abitab 26-10;Ruta 1 Vieja Km.26.100;2347 15 44;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;555147.581657808;6152988.37858108
Abitab 10-11;Piedras 249 Esq. Pérez Castellano;2915 40 66;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572025.743926656;6137107.87955516
Abitab 12-11;Ruta 101 Km 19.500 S/N Esq. Yacaré - Estación Ancap;2682 89 11;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;589583.798002907;6143722.45693779
Abitab 19-11;Sarandí 633 Entre Juan Carlos Gómez Y Bartolomé Mitre;2915 90 36 - 2915 90 68;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572860.543146975;6137029.7672246
Abitab 12-16;Gral. Artigas Nº 810 - Hipermercado Ta-Ta;2366 09 33;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571081.785730781;6156954.73784139
Abitab 10-12;Wilson Ferreira Aldunate 1321 Entre Avda. 18 De Julio Y San José;2900 52 60 -  2902 06 65;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573456.281507107;6136998.77306237
Abitab 12-12;Avda. Giannattasio Km. 20.500 - Local A 07 - Shopping Costa Urbana;2683 25 83;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;592025.977372766;6144111.85140844
Abitab 19-12;Avda. 18 De Julio 1395 Entre Germán Barbato Y Ejido;2900 64 23 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574338.167531167;6137141.83647325
Abitab 26-12;Avda. Río De La Plata Parada 7 Y 1/2 S 1 Padrón 44;2347 90 02;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;549991.01903526;6154818.31187237
Abitab 10-17;Francisco Aguilar 843 Esq. Scosería;2710 59 29;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577204.314339019;6136052.79086867
Abitab 12-17;Ruta 101 Km 19.950 Local 1 Sc-02.1 Ubicado En Hall Público De Arribos Sub Centro;2601 17 01;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;589128.327826216;6144651.32629651
Abitab 10-18;Avda. Dámaso Antonio Larrañaga 4508 Esq. Camino Corrales;2514 14 36;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;577903.5418674;6143190.03992607
Abitab 10-19;Convención 1366 Entre Avda. 18 De Julio Y Colonia;2900 32 64;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;573373.04700667;6137094.20982985
Abitab 12-19;Ruta 8 Km. 30.500 - Devoto;2292 91 78;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;594783.672750735;6156848.29392038
Abitab 12-20;José Artigas 749 Apto 003;2362 61 79;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;571215.614828096;6154244.41987169
Abitab 10-21;Colón 1499 Esq. Cerrito;2915 34 59 - 2916 64 03 ;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572169.816890915;6137036.0863091
Abitab 19-28;Misiones 1414 Entre Rincón Y 25 De Mayo;2915 89 10 - 2915 19 70;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;572514.336897475;6137014.75152551
Abitab 19-29;Avda. Gral. San Martín 2654 Entre Guadalupe Y Vilardebó;2200 92 19 - 2209 10 56;Consultar en: www.abitab.com.uy;Recarga y entrega de tarjeta STM COMUN;574402.698049589;6140278.80461934
