NOMBRE;DIRECCION;TELEFONOS;HORARIOS;TIPO_SERVICIO;X;Y
Agencia de Quinielas 46/010;Rodriguez, Senen M. 4777;23591180  ;Horario de atención del local;Recarga;573070.897228241;6146415.30479614
Agencia de Quinielas 65/019;Paysandu 1144;29024918  ;Horario de atención del local;Recarga;573827.349714531;6137499.38519407
Agencia de Quinielas 77/000;Grecia 4249;23111529;Horario de atención del local;Recarga;568428.370686196;6140539.31146991
Agencia de Quinielas 27/003;Batlle Y Ordoñez, Br. Jose 3359 Bis;095402244;Horario de atención del local;Recarga;577049.293752732;6140764.06740291
Agencia de Quinielas 27/017;Garibaldi, Av. Gral. 2076;22000870 099686239;Horario de atención del local;Recarga;575435.769475251;6140121.16182489
Agencia de Quinielas 28/002;Cufre  Esq. Itapebi;22086396;Horario de atención del local;Recarga;575768.079868426;6140230.98710504
Salon Mabel;Cufre 2662;22033659;Horario de atención del local;Recarga;575792.874215085;6140156.80785324
Agencia de Quinielas 28/021;De Las Instrucciones, Av. 4274;22275706;Horario de atención del local;Recarga;579354.766961782;6151264.34633797
Agencia de Quinielas 36/027;Londres 3319;25071716;Horario de atención del local;Recarga;577758.329107901;6142532.90305712
Agencia de Quinielas 40/003;Roldos Y Pons, Jaime 3981;22197685;Horario de atención del local;Recarga;577221.433791042;6142101.14023546
Agencia de Quinielas 48/038;Pedernal 2152 Bis;22002767;Horario de atención del local;Recarga;575904.276995831;6140497.47433909
Agencia de Quinielas 54/001;Comercio 1938;25082794;Horario de atención del local;Recarga;579428.664552909;6139242.61640346
Agencia de Quinielas 54/007;Sosa, Agustin 3489;25049890;Horario de atención del local;Recarga;578476.343192694;6139779.85499554
Agencia de Quinielas 54/018;Comercio 1993;25062217;Horario de atención del local;Recarga;579267.940833424;6139372.55072366
Agencia de Quinielas 54/034;Comercio 2263;25076777;Horario de atención del local;Recarga;578755.742222827;6139887.14236046
Agencia de Quinielas 65/045;Serrato, Ing. Jose 3351;22118092;Horario de atención del local;Recarga;577443.55975035;6142196.64067911
Agencia de Quinielas 66/020;Mercedes 1151;29085061;Horario de atención del local;Recarga;573855.115886138;6137302.35926101
Agencia de Quinielas 67/012;Sainz Rosas, Fco. 4601 Bis;25112788;Horario de atención del local;Recarga;578248.782285709;6142883.95987274
Agencia de Quinielas 67/016;De Amezaga, Dr. Juan J. 2212;22085671;Horario de atención del local;Recarga;575868.423706606;6139468.78859942
Agencia de Quinielas 67/019;Garibaldi, Av. Gral. 2148;22000827;Horario de atención del local;Recarga;575552.503296916;6140035.13475047
Agencia de Quinielas 67/021;Garibaldi, Av. Gral. 2250;22080914 099639443;Horario de atención del local;Recarga;575747.70199183;6139877.92128629
Agencia de Quinielas 68/012;Elcano, J. Sebastian 3501;22163662;Horario de atención del local;Recarga;577164.380113807;6142360.47483043
Agencia de Quinielas 79/035;Miguelete 2142 Bis;24024757;Horario de atención del local;Recarga;575532.620241624;6138578.21989642
Agencia de Quinielas 83/017;Raña, Emilio 3161;25070581;Horario de atención del local;Recarga;577382.590134032;6140552.64295651
Agencia de Quinielas 85/032;Roldos Y Pons, Jaime 4051;22116118;Horario de atención del local;Recarga;577253.663510179;6142161.42307175
Agencia de Quinielas 02/002;Anador, Av. Ramon 3535 Bis;094493036;Horario de atención del local;Recarga;578605.826256034;6138319.54488248
Agencia de Quinielas 04/012;Rondeau, Av. Gral. Jose 2459;22032109;Horario de atención del local;Recarga;573671.422450024;6139445.25516752
Agencia de Quinielas 04/026;Ramirez, Av. Dr. C. Ma. 2001;23153787;Horario de atención del local;Recarga;567814.15751572;6140548.87129791
Agencia de Quinielas 05/031;Lamolle, Ing. Juan P. 1862;23236021 ;Horario de atención del local;Recarga;569241.12547392;6148646.3083768
Agencia de Quinielas 05/049;Lerena De Blixen Josefina 1865;23205670;Horario de atención del local;Recarga;572257.127801835;6147265.94650972
Agencia de Quinielas 11/002;Blandengues 1909;22007071 ;Horario de atención del local;Recarga;575100.261402142;6139420.00284676
Agencia de Quinielas 11/003;Nueva Palmira 1627;29290495 ;Horario de atención del local;Recarga;574831.451643509;6138934.99643767
Agencia de Quinielas 14/011;Lutecia 3718;25146996;Horario de atención del local;Recarga;579737.518348915;6144563.22466074
Salon Naranjito;Genova 3405;25111476;Horario de atención del local;Recarga;580860.748089741;6144765.88531119
Agencia de Quinielas 17/012;Melilla, Cno. 6420;23234213;Horario de atención del local;Recarga;568578.769133095;6146582.84087177
Agencia de Quinielas 24/011;Ricaldoni, Dr. Americo  Esq. Italia, Av.;24816201;Horario de atención del local;Recarga;577303.373338128;6138618.66450961
Agencia de Quinielas 25/046;Artigas, Bvar. Gral. 644;27122562;Horario de atención del local;Recarga;576517.45998065;6135851.28023322
Agencia de Quinielas 26/035;Calle 5 5603;23547727;Horario de atención del local;Recarga;570146.905395018;6145899.91306076
Agencia de Quinielas 29/040;Laguna, Julian 5556;23047803 ;Horario de atención del local;Recarga;568865.643955142;6144240.4230505
Agencia de Quinielas 29/091;Acevedo, Eduardo 1527;24005933;Horario de atención del local;Recarga;575220.759934822;6137558.23714898
Agencia de Quinielas 31/005;Varela, Av. Jose P. 3915;095165794;Horario de atención del local;Recarga;578000.816128807;6142043.52141477
Agencia de Quinielas 32/008;Calle 1 0000;094618707;Horario de atención del local;Recarga;568651.187461487;6146580.63580215
Agencia de Quinielas 33/006;Buenos Aires 444 Bis;098444154;Horario de atención del local;Recarga;572568.893140797;6136781.36245591
Agencia de Quinielas 33/016;Artigas, Bvar. ;23089235;Horario de atención del local;Recarga;572863.490402961;6140839.02928
Agencia de Quinielas 01/016;Yaguaron 1412;29000873;Horario de atención del local;Recarga;574182.293992382;6137248.41794445
Agencia de Quinielas 01/022;Vignale, Dr. Bartolome 4127;097570304;Horario de atención del local;Recarga;578624.867427143;6146655.41772759
Agencia de Quinielas 02/050;Nuñez De Arce 4380 Bis;25084408;Horario de atención del local;Recarga;579938.142244602;6140957.90417481
Agencia de Quinielas 03/011;Peru 2118;23113021;Horario de atención del local;Recarga;567650.906543508;6140039.70208409
Agencia de Quinielas 04/020;De Las Instrucciones, Av. 5355;22202362;Horario de atención del local;Recarga;581282.17745663;6153486.0147205
Agencia de Quinielas 05/021;De Pena, Carlos Maria 5346;23094993;Horario de atención del local;Recarga;570164.058609892;6144448.39266144
Explanada Municipal;Av. 18 De Julio  Esq. Ejido;29032514;Horario de atención del local;Recarga;574303.197967888;6137105.36646823
Agencia de Quinielas 08/022;Uruguay, Av. 1104;29029825;Horario de atención del local;Recarga;573785.692010786;6137386.93042845
Agencia de Quinielas 08/050;Carrasco, Camino 5990;26062025;Horario de atención del local;Recarga;583495.730212587;6140873.25873418
Agencia de Quinielas 11/000;Blandengues 1751;22034941;Horario de atención del local;Recarga;574847.111463246;6139509.02611967
Agencia de Quinielas 11/001;Flores, Av. Gral. 2937 Bis;22081925;Horario de atención del local;Recarga;575224.1564265;6140729.22269619
Agencia de Quinielas 14/002;Bolivia, Av. 2551;25220495;Horario de atención del local;Recarga;582844.598652241;6140494.32180233
Que Apostamos;Bolivia, Av. 2551;25259446;Horario de atención del local;Recarga;582853.863632774;6140498.00884447
Agencia de Quinielas 15/022;Rivera Indarte. 4413;23079191;Horario de atención del local;Recarga;569621.816608483;6141677.83562019
Agencia de Quinielas 16/006;Perez Bravo, Silvestre 5840;23077691;Horario de atención del local;Recarga;569458.563984071;6145129.05236562
Agencia de Quinielas 17/010;De Las Instrucciones, Av. 2756;22271947;Horario de atención del local;Recarga;576078.860743481;6147429.14537352
Agencia de Quinielas 17/020;Mazzei, Luis 5106;22276771;Horario de atención del local;Recarga;575567.617806228;6146793.11769665
Agencia de Quinielas 17/022;Zum Felde, Alberto 2097;099834312;Horario de atención del local;Recarga;582133.552399881;6140113.99208432
Agencia de Quinielas 18/004;Gomez, Hernan 4453;25071320;Horario de atención del local;Recarga;580248.190974276;6141312.64558583
Agencia de Quinielas 19/029;San Martin, Av. Gral. 2654;22009219;Horario de atención del local;Recarga;574393.327714323;6140269.5425389
Agencia de Quinielas 22/009;Calle A 4699;22202449;Horario de atención del local;Recarga;577807.205790329;6149117.04672006
Agencia de Quinielas 22/036;Spencer 4829;25256636;Horario de atención del local;Recarga;580459.409238041;6141559.11317723
Agencia de Quinielas 23/001;Etna 5894;092440846 ;Horario de atención del local;Recarga;583354.695087288;6140672.91278877
Agencia de Quinielas 23/009;Isla De Gaspar 2467;098662624;Horario de atención del local;Recarga;579794.098899952;6140581.6336063
Agencia de Quinielas 24/015;De Duran, Jose 1226;098845744;Horario de atención del local;Recarga;570486.540962956;6144981.47132851
Agencia de Quinielas 26/008;De Las Instrucciones, Av. 5469;22222845;Horario de atención del local;Recarga;580971.83534515;6153126.64717988
Agencia de Quinielas 26/025;Ariel, Cno. 4842;23555062;Horario de atención del local;Recarga;571655.676692394;6145126.78869653
Agencia de Quinielas 26/047;Marin 1225;23204205;Horario de atención del local;Recarga;570758.219735989;6146499.30757956
Agencia de Quinielas 27/013;Berges, Cno. Benito 3707;22273187;Horario de atención del local;Recarga;580295.081171838;6149785.02008713
Agencia de Quinielas 28/018;Garibaldi, Av. Gral. 1688;22004389;Horario de atención del local;Recarga;574719.104971657;6140487.0368439
Agencia de Quinielas 29/014;Monterroso De Lavalleja, Ana 2104;24099426;Horario de atención del local;Recarga;575909.759420007;6137665.44828573
Agencia de Quinielas 30/011;Maldonado 1309;29043537;Horario de atención del local;Recarga;574238.037331115;6136709.29679728
Agencia de Quinielas 30/025;Italia, Av. 4776;26190521;Horario de atención del local;Recarga;581859.240964431;6139211.66414983
Agencia de Quinielas 30/033;Olivera, Edrulfo 4080;22200827;Horario de atención del local;Recarga;579713.98748897;6150099.39583732
Agencia de Quinielas 31/042;De Mendoza, Av Pedro 5104;22202396;Horario de atención del local;Recarga;576958.496817312;6147295.60241193
Agencia de Quinielas 35/008;Garzon, Av. Gral. Eugenio 597;23063158;Horario de atención del local;Recarga;571122.279303504;6144218.7594713
Agencia de Quinielas 42/019;Belloni, Av. Jose 5908;22220833;Horario de atención del local;Recarga;579048.918130299;6149697.67761511
Agencia de Quinielas 46/026;Raiz, Cno. Cnel. 1709;23554437;Horario de atención del local;Recarga;573092.228295394;6146245.78482166
Agencia de Quinielas 48/000;Flores, Av. Gral. 2505;22090034;Horario de atención del local;Recarga;574747.824936827;6139840.22452684
Agencia de Quinielas 54/002;Sanguinetti, Felipe 2157;25074660;Horario de atención del local;Recarga;578598.935992011;6139453.84700627
Agencia de Quinielas 55/002;San Jose 1144;29033561;Horario de atención del local;Recarga;573861.675490483;6136975.30129871
Agencia de Quinielas 55/014;Rondeau, Av. Gral. Jose 1458;29002387;Horario de atención del local;Recarga;573856.857858469;6137329.12887777
Agencia de Quinielas 01/006;Roxlo, Carlos 1530;24098625;Horario de atención del local;Recarga;574691.364116954;6137536.17923242
Agencia de Quinielas 02/010;Juarez, Benito 3425;24818695;Horario de atención del local;Recarga;576214.047628046;6141323.25551923
Agencia de Quinielas 02/024;Larravide 2991;25089678;Horario de atención del local;Recarga;578175.85553398;6141344.65192822
Agencia de Quinielas 02/026;Coruña 2979;095241308;Horario de atención del local;Recarga;577781.178913489;6141046.45826921
Agencia de Quinielas 03/028;Grecia 3697;23151981;Horario de atención del local;Recarga;568601.098160684;6139451.82971321
Agencia de Quinielas 06/008;Atahona 3611;23362274 ;Horario de atención del local;Recarga;574085.363212865;6143100.66770066
Agencia de Quinielas 06/031;Pesaro 3085;25079828;Horario de atención del local;Recarga;577021.644480933;6141128.18214548
Agencia de Quinielas 08/016;Irureta Goyena, Dr. Jose 3035;25066434;Horario de atención del local;Recarga;578206.354519129;6141501.54561019
Agencia de Quinielas 08/021;Serrato, Ing. Jose 3081;25078200;Horario de atención del local;Recarga;577854.177102703;6141461.73584346
Agencia de Quinielas 09/048;Apostoles 3519;25087556;Horario de atención del local;Recarga;577612.4401646;6140862.67660952
Agencia de Quinielas 10/045;Mercedes 866;095141828;Horario de atención del local;Recarga;573293.323797155;6137240.39012427
Agencia de Quinielas 11/006;Chiavari 3168;24810090;Horario de atención del local;Recarga;576953.584507575;6140697.55226447
Agencia de Quinielas 11/008;Madreselva 3808;25080695;Horario de atención del local;Recarga;577365.698324134;6141539.40511316
Agencia de Quinielas 11/018;Serrato, Ing. Jose 3150 Bis;25077036;Horario de atención del local;Recarga;577737.168099106;6141665.90935776
Agencia de Quinielas 11/050;Serratosa, Dr. Antonio 3800 Bis;25060791;Horario de atención del local;Recarga;577678.339206419;6141800.05004624
Agencia de Quinielas 12/022;Reconquista 247;092939145;Horario de atención del local;Recarga;572244.548513171;6136571.7687488
Salón San Cono;25 De Mayo 223;29166122;Horario de atención del local;Recarga;572078.176626504;6136930.306816
Agencia de Quinielas 13/008;Quesada, Cnel. Juan Jose 3654;22082869;Horario de atención del local;Recarga;575639.109769178;6141834.74778214
Agencia de Quinielas 14/023;Sainz Rosas, Fco. 4705;25146212;Horario de atención del local;Recarga;578410.979564659;6143024.08957716
Agencia de Quinielas 14/032;Pasaje E 5974;25132209;Horario de atención del local;Recarga;581937.465817318;6144086.22868717
Agencia de Quinielas 14/040;San Borja 2914;25220242;Horario de atención del local;Recarga;582948.672392954;6141267.73789989
Agencia de Quinielas 14/091;Maldonado, Cno. 5502;25117135;Horario de atención del local;Recarga;579936.790964857;6143695.20085833
Agencia de Quinielas 16/026;De Herrera, Av. Dr. L. A. 2348;24861719;Horario de atención del local;Recarga;577664.815717646;6139375.86757337
Agencia de Quinielas 17/036;Colman, Antigua Cont. Cno. 5794;22227642 ;Horario de atención del local;Recarga;575521.39752594;6147356.11613836
Agencia de Quinielas 18/006;Crocker, Carlos 2752;25072859;Horario de atención del local;Recarga;577730.47434532;6140457.20086961
Agencia de Quinielas 18/007;Irureta Goyena, Dr. Jose 2886;25087713;Horario de atención del local;Recarga;578380.430523092;6141195.287452
Agencia de Quinielas 18/031;Corrales, Cno. 2721;25074759;Horario de atención del local;Recarga;579011.728525883;6141506.83397674
Agencia de Quinielas 21/016;Blanco, Juan Benito 855;27109444;Horario de atención del local;Recarga;577646.836945663;6135966.08532941
Agencia de Quinielas 21/024;Austria 1734;23157119;Horario de atención del local;Recarga;568469.893072063;6139858.60822714
Agencia de Quinielas 22/002;Guayabo 1943;24089835;Horario de atención del local;Recarga;575441.162095664;6137460.59948454
Kiosco Palmar;Palmar  Esq. Artigas, Bvar. Gral.;094404109;Horario de atención del local;Recarga;576320.190805241;6137631.42339978
Agencia de Quinielas 22/026;Palmar 2330;27087021;Horario de atención del local;Recarga;576441.484543543;6137625.75264255
Agencia de Quinielas 22/040;Acevedo Diaz 1590;24017614;Horario de atención del local;Recarga;576119.581608875;6137867.10670557
Agencia de Quinielas 23/007;Arocena, Dr. Alfredo 1691;26041770;Horario de atención del local;Recarga;586029.131238388;6139129.28039913
Agencia de Quinielas 25/009;Chana 2353 Bis;24011801;Horario de atención del local;Recarga;576279.422278734;6137333.53659235
Agencia de Quinielas 25/015;Ramon, Dr. Gaston 2392;096695972;Horario de atención del local;Recarga;576448.061038736;6137734.82942835
Agencia de Quinielas 25/026;Pouey, Dr. Enrique 2548;099453300;Horario de atención del local;Recarga;576860.985548212;6137649.29893149
Agencia de Quinielas 25/033;Rivera, Av. Gral. 2303;24007250;Horario de atención del local;Recarga;576258.106240154;6137516.59868174
Agencia de Quinielas 25/042;Cassinoni, Mario. 1461 Bis;24006272;Horario de atención del local;Recarga;576229.171916348;6137629.85324051
Agencia de Quinielas 26/028;Millan, Av. 5168;23554932;Horario de atención del local;Recarga;570667.935168431;6145405.05667284
Agencia de Quinielas 26/046;Ariel, Cno. 5031;23551579;Horario de atención del local;Recarga;571328.303313826;6145338.17181837
Agencia de Quinielas 27/004;Ibiray 2270;27110184 098608515;Horario de atención del local;Recarga;576305.143197991;6135849.94927108
Agencia de Quinielas 27/034;Larrañaga, Av. Damaso 3648 Bis;25094175;Horario de atención del local;Recarga;577505.76364681;6141239.77318889
Agencia de Quinielas 56/019;San Quintin 4296;23045856;Horario de atención del local;Recarga;571156.344572526;6142800.25879894
Agencia de Quinielas 57/046;Lisboa 5356;098041040;Horario de atención del local;Recarga;579266.650757477;6143871.70449995
Agencia de Quinielas 61/000;Ejido 1315;29012565;Horario de atención del local;Recarga;574280.635995548;6137049.76416446
Agencia de Quinielas 61/006;Pasaje Articulo 45 S74;093937889;Horario de atención del local;Recarga;575386.751399192;6146731.94434904
Agencia de Quinielas 65/001;Av. 18 De Julio 2034;24082044;Horario de atención del local;Recarga;575678.590596729;6137687.65929289
Agencia de Quinielas 65/009;Av. 18 De Julio 2080;24013072;Horario de atención del local;Recarga;575794.769115656;6137748.25035124
Agencia de Quinielas 66/025;Agraciada, Av. 2686;22098513;Horario de atención del local;Recarga;573588.639010815;6139685.8086801
Agencia de Quinielas 67/003;Garibaldi, Av. Gral. 2401;22000336;Horario de atención del local;Recarga;576137.420609028;6139506.25949114
Agencia de Quinielas 69/018;Rivera, Av. 2100;24030444;Horario de atención del local;Recarga;575790.191728893;6137471.46677427
Agencia de Quinielas 70/000;Yaguaron 1450;29080907;Horario de atención del local;Recarga;574179.001825706;6137315.65344585
Agencia de Quinielas 71/033;Areguati 3195 Bis;25148093;Horario de atención del local;Recarga;580044.897580832;6142903.2728305
Agencia de Quinielas 73/019;Zapican 2564;22035425;Horario de atención del local;Recarga;573831.144510105;6139861.41517062
Agencia de Quinielas 73/020;Calle D 548;25087791;Horario de atención del local;Recarga;579203.989010653;6145594.06056903
Agencia de Quinielas 73/025;Piñeyrua, Pedro 4939;25140420;Horario de atención del local;Recarga;578301.91464091;6143602.73074323
Agencia de Quinielas 78/025;Rivera, Av. 2459 Bis;27069593 ;Horario de atención del local;Recarga;576526.721728251;6137438.60655308
Agencia de Quinielas 79/009;Acevedo Diaz 1484 Bis;24033930 ;Horario de atención del local;Recarga;576141.639739716;6137651.98707407
Agencia de Quinielas 79/015;Aconcagua 4857;092024636;Horario de atención del local;Recarga;581867.303626521;6138263.88492492
Agencia de Quinielas 80/019;Prusia 1948;23139730 ;Horario de atención del local;Recarga;568167.085272593;6139204.20819087
Agencia de Quinielas 80/048;Islas Canarias, Av. 5350;23072008 ;Horario de atención del local;Recarga;570323.366589511;6144678.07285001
Agencia de Quinielas 81/034;Lamas, Dr. Andres 3318;24871672;Horario de atención del local;Recarga;576163.509229422;6141291.5132808
Agencia de Quinielas 83/025;Irureta Goyena, Dr. Jose 3198;25062989 ;Horario de atención del local;Recarga;578170.400006688;6141637.26888363
Agencia de Quinielas 88/009;Molinos De Raffo 976;23576311 ;Horario de atención del local;Recarga;572345.228865496;6144554.76773026
Agencia de Quinielas 88/013;Oficial 3 6055;097496321;Horario de atención del local;Recarga;568657.679870326;6145456.25702989
Agencia de Quinielas 89/018;Perez De Marchena, Juan 5383;23240217 ;Horario de atención del local;Recarga;571838.682637247;6148260.9275428
Agencia de Quinielas 89/049;Viera, Roque 1777;23214307 ;Horario de atención del local;Recarga;571572.03732234;6147534.37689834
Agencia de Quinielas 89/050;De Las Instrucciones, Av. 1925;23554543;Horario de atención del local;Recarga;574467.509502578;6145598.68944279
Agencia de Quinielas 93/036;Belloni, Av. Jose 5891;096235717;Horario de atención del local;Recarga;579019.216889463;6149616.52887114
Agencia de Quinielas 85/017;Pugnalini, Dr. Jose 1822 Bis;22042528;Horario de atención del local;Recarga;574932.261299388;6141371.20607383
Agencia de Quinielas 85/019;Acosta, Juan 4324;22118091;Horario de atención del local;Recarga;576261.010480565;6143341.78660217
Agencia de Quinielas 88/018;Millan, Av. 4492;23593238;Horario de atención del local;Recarga;572429.91254393;6144127.89545437
Agencia de Quinielas 88/022;Isolica 6365;23229739;Horario de atención del local;Recarga;568325.711876495;6148574.42529254
Agencia de Quinielas 88/035;De Herrera, Av. Dr. L. A. 4462;096739081;Horario de atención del local;Recarga;573603.76609778;6142444.2224398
Agencia de Quinielas 88/036;Zubiria, Alberto 942;23591314;Horario de atención del local;Recarga;573491.880920353;6143608.50816897
Agencia de Quinielas 89/019;Castro, Cno. 553;23054627;Horario de atención del local;Recarga;572612.009880263;6143141.62675338
Agencia de Quinielas 89/021;Besnes E Irigoyen, Cno. 5276;096574570;Horario de atención del local;Recarga;571982.586514858;6147877.5171953
Agencia de Quinielas 89/029;Casavalle, Cno. 5457;23204539;Horario de atención del local;Recarga;571228.758472141;6147511.09591587
Agencia de Quinielas 89/041;Isolica 6244;094735247;Horario de atención del local;Recarga;568726.048514953;6148187.27233701
Agencia de Quinielas 89/046;Senda 12  Esq. Sin Datos De Calle;23207624;Horario de atención del local;Recarga;570375.528594695;6148976.82401953
Agencia de Quinielas 91/007;Roxlo, Carlos 1268;095571343;Horario de atención del local;Recarga;574877.79821474;6136994.10014122
Agencia de Quinielas 91/010;Saravia, Bvar. Aparicio 3333;097078655;Horario de atención del local;Recarga;577734.74128048;6145077.4998032
Agencia de Quinielas 91/011;Flores, Av. Gral. 5483;22169169;Horario de atención del local;Recarga;578455.695289173;6145504.22524896
Agencia de Quinielas 93/009;Barros Arana 5268;25115232;Horario de atención del local;Recarga;579221.935993482;6143575.08447906
Agencia de Quinielas 93/028;Corrales, Cno. 3456;25116481;Horario de atención del local;Recarga;578016.312342492;6143058.40039272
Agencia de Quinielas 93/048;Gronardo 3094 Bis;25132527;Horario de atención del local;Recarga;578947.935193153;6142929.86774616
Agencia de Quinielas 94/013;Colonia 1955;24010320;Horario de atención del local;Recarga;575439.13237481;6137746.30993172
Agencia de Quinielas 40/008;Veracierto 3070;25060637 095503812;Horario de atención del local;Recarga;579906.087721646;6142376.014688
Agencia de Quinielas 40/091;Rincon 725;29023020;Horario de atención del local;Recarga;573029.10999305;6137185.38715119
Agencia de Quinielas 42/020;Rafael 4352;095096805;Horario de atención del local;Recarga;579840.757502042;6146391.49906934
Agencia de Quinielas 42/024;Gomez, Gral. Leandro 3040;25121077;Horario de atención del local;Recarga;580844.217999248;6146231.32543493
Agencia de Quinielas 43/012;Gutierrez, Juan Maria ;23047499;Horario de atención del local;Recarga;571578.009592257;6141259.62299871
Agencia de Quinielas 43/031;Basualdo, Blas 3713;23042739;Horario de atención del local;Recarga;571506.531488997;6141084.17636512
Agencia de Quinielas 44/014;Arribeños 3595;25143136;Horario de atención del local;Recarga;577845.590050523;6142807.31955792
Agencia de Quinielas 45/024;San Cono 3708;22201026;Horario de atención del local;Recarga;579490.169960703;6146885.18987984
Agencia de Quinielas 45/040;Roldos Y Pons, Jaime 4450;22166059;Horario de atención del local;Recarga;577571.60225066;6143089.12522261
Agencia de Quinielas 46/003;Corona, La. ;22279759;Horario de atención del local;Recarga;587225.96944017;6151235.15524728
Agencia de Quinielas 50/009;De Las Leyes, Av. ;098111030;Horario de atención del local;Recarga;574372.005849752;6138815.19279879
Agencia de Quinielas 51/017;Punta De Rieles, Av. 3299;25149779;Horario de atención del local;Recarga;582365.8564535;6145787.1404075
Agencia de Quinielas 51/018;Mataojo S 5;094465416;Horario de atención del local;Recarga;580579.382944245;6139995.15673765
Agencia de Quinielas 52/005;Rodriguez Larreta, Aureliano 2903;22002414;Horario de atención del local;Recarga;575862.051228244;6140729.28417479
Agencia de Quinielas 52/011;Einstein, Albert ;25117934;Horario de atención del local;Recarga;582316.945548332;6146533.20517714
Agencia de Quinielas 53/020;Agraciada, Av. 2353;29243063;Horario de atención del local;Recarga;574063.123227244;6139084.9794429
Agencia de Quinielas 54/008;Gomez, Tiburcio 1585;26289581;Horario de atención del local;Recarga;578846.493580297;6138083.34983202
Agencia de Quinielas 54/011;Maldonado, Cno. 6819;25145744;Horario de atención del local;Recarga;582075.673933924;6146032.84867802
Agencia de Quinielas 54/024;Bustamante, Pedro N. 1596;26280711;Horario de atención del local;Recarga;578980.246875361;6138123.12093222
Agencia de Quinielas 54/038;Batlle Y Ordoñez, Br. Jose 1905;099663199;Horario de atención del local;Recarga;579041.75245591;6138907.03442926
Agencia de Quinielas 56/006;San Quintin 4311;23045611;Horario de atención del local;Recarga;571102.152506256;6142838.27580328
Agencia de Quinielas 57/004;Irureta Goyena, Dr. Jose 3196;094816500;Horario de atención del local;Recarga;578096.539508956;6141830.32089661
Agencia de Quinielas 59/001;Caldas 1743;093998938;Horario de atención del local;Recarga;580902.761598447;6139045.82165571
Agencia de Quinielas 59/002;Defensa 1794;098077551;Horario de atención del local;Recarga;575510.863207327;6138222.83535344
Agencia de Quinielas 59/010;Batlle Y Ordoñez, Br. Jose 1646;26140101;Horario de atención del local;Recarga;579723.593023157;6138290.02225039
Agencia de Quinielas 60/017;Colombia 1349;29245737;Horario de atención del local;Recarga;574132.481132176;6138847.6350886
Agencia de Quinielas 62/020;Compte Y Rique, Enriqueta 1400;099808706;Horario de atención del local;Recarga;574250.803073817;6139397.3208681
Agencia de Quinielas 62/046;Monte Caseros 2897;24808411;Horario de atención del local;Recarga;576696.077287023;6139581.33735565
Agencia de Quinielas 64/002;Artigas, Bvar. 2301;095457296;Horario de atención del local;Recarga;576165.956589722;6139410.08854033
Agencia de Quinielas 65/018;Campillos 3547;25110969;Horario de atención del local;Recarga;581833.032590862;6145970.69040788
Agencia De Quinielas 66/007;Rio Branco 1541;096212237;Horario de atención del local;Recarga;573423.500003583;6137454.05894992
Agencia de Quinielas 66/011;Colombia 1203;29248631;Horario de atención del local;Recarga;573848.06690701;6138821.09907617
Agencia de Quinielas 69/045;Ruta 8 J.A.Lavalleja ;22276190;Horario de atención del local;Recarga;586645.089294874;6151364.53352775
Agencia de Quinielas 70/012;Rivera, Av. Gral. 3750;26223595;Horario de atención del local;Recarga;579278.350804185;6137736.58256168
Agencia de Quinielas 70/027;Herrera Y Obes, Julio 1330;29019981;Horario de atención del local;Recarga;573576.830603676;6137024.17744225
Agencia de Quinielas 71/048;Guerra, Jose Ma. 3751;25149075;Horario de atención del local;Recarga;578163.338837273;6144271.67679224
Agencia de Quinielas 73/031;Repetto, Cno. 3695;22260163;Horario de atención del local;Recarga;579495.331650205;6147058.71249919
Agencia de Quinielas 78/028;Rivera, Av. 3001;26220189;Horario de atención del local;Recarga;577607.733216275;6137386.80031009
Agencia de Quinielas 78/043;Videla, Cap. 3102;26226203;Horario de atención del local;Recarga;577758.500491139;6137656.46497877
Agencia de Quinielas 79/010;Mora, Domingo 7983;22229174;Horario de atención del local;Recarga;583616.078607224;6149315.20182788
Agencia de Quinielas 79/021;Ruta 8 J.A.Lavalleja 6899;;Horario de atención del local;Recarga;582218.260591561;6146278.3392805
Agencia de Quinielas 85/003;Artigas, Bvar. Gral.  Esq. Cufre;22086725;Horario de atención del local;Recarga;575781.991598134;6141072.7559104
Agencia de Quinielas 85/012;Verdi 4131;26138665;Horario de atención del local;Recarga;580155.152890924;6137984.80594776
Agencia de Quinielas 89/006;Santos, Cno. Gral. Maximo 4751;23555033;Horario de atención del local;Recarga;572196.289335141;6145602.09645943
Agencia de Quinielas 89/023;Sayago, Av.  Esq. Ariel, Cno.;23593372;Horario de atención del local;Recarga;571688.300020965;6145112.2271914
Agencia de Quinielas 91/021;Echevarriarza, Cristobal 3249;27089559;Horario de atención del local;Recarga;578232.727015429;6136802.43166653
Agencia de Quinielas 91/023;Rosas, Juan 4372;095097033;Horario de atención del local;Recarga;576485.229287508;6143368.08828731
Agencia de Quinielas 93/017;Ruta 8 J.A.Lavalleja 7554;25147397;Horario de atención del local;Recarga;583064.675723283;6147880.19482585
Agencia de Quinielas 24/001;Brito Foresti, Dr. Jose  Bis Esq. Italia, ;094725581;Horario de atención del local;Recarga;577461.592011818;6138817.40175673
Agencia de Quinielas 29/024;Rondeau, Av. Gral. Jose 2386;29242752;Horario de atención del local;Recarga;573716.368200977;6139238.83159334
Agencia de Quinielas 32/007;Zapican 2632 Bis;22036843;Horario de atención del local;Recarga;573794.909906505;6140037.49182094
